 GRID, CVE_ENT_MUN, Fv, Fc
       37195 ,       25004 ,  0.0000000E+00 ,  4.8031107E-02
       37197 ,       25004 ,  0.0000000E+00 ,  0.1002315    
       37198 ,       25004 ,  0.0000000E+00 ,  6.1071359E-02
       37203 ,       10023 ,  0.0000000E+00 ,  6.0588390E-02
       37206 ,       10023 ,  0.0000000E+00 ,  4.3662805E-02
       37207 ,       10023 ,  0.0000000E+00 ,  6.0375847E-02
       37208 ,       10023 ,  0.0000000E+00 ,  9.3249930E-03
       37209 ,       10023 ,  0.0000000E+00 ,  4.1938659E-02
       37211 ,       10014 ,  0.0000000E+00 ,  4.8526078E-02
       37213 ,       10014 ,  0.0000000E+00 ,  4.7128744E-02
       37214 ,       10014 ,  0.2327183     ,  3.6770117E-03
       37215 ,       10014 ,  0.0000000E+00 ,  3.1880509E-02
       37216 ,       10014 ,  0.0000000E+00 ,  9.5826946E-03
       37217 ,       10033 ,  0.0000000E+00 ,  0.1074077    
       37219 ,       32009 ,  0.0000000E+00 ,  2.6835878E-03
       37220 ,       32009 ,  0.5830769     ,  0.2641691    
       37224 ,       32042 ,  0.0000000E+00 ,  3.8608443E-02
       37229 ,       32040 ,  0.0000000E+00 ,  0.1100779    
       37230 ,       32010 ,  3.6261210E-03 ,  6.9531086E-03
       37231 ,       32010 ,  4.4079289E-02 ,  3.0650558E-02
       37232 ,       32010 ,  0.0000000E+00 ,  1.7450595E-02
       37233 ,       32010 ,  0.0000000E+00 ,  6.7717058E-04
       37234 ,       32010 ,  0.0000000E+00 ,  1.5761586E-02
       37235 ,       32010 ,  0.0000000E+00 ,  3.5492745E-03
       37237 ,       32051 ,  0.0000000E+00 ,  1.8157849E-02
       37239 ,       24033 ,  0.0000000E+00 ,  6.2127236E-02
       37240 ,       32051 ,  0.0000000E+00 ,  3.8045332E-02
       37241 ,       32051 ,  0.0000000E+00 ,  5.6843780E-04
       37245 ,       24033 ,  0.0000000E+00 ,  2.2875430E-02
       37246 ,       24033 ,  0.0000000E+00 ,  5.7716854E-02
       37253 ,       24006 ,  0.0000000E+00 ,  0.1005204    
       37256 ,       24020 ,  0.0000000E+00 ,  9.4720647E-02
       37257 ,       24020 ,  0.0000000E+00 ,  0.1607814    
       37260 ,       19014 ,  0.0000000E+00 ,  2.8643774E-02
       37261 ,       19036 ,  0.0000000E+00 ,  3.4824353E-02
       37262 ,       19036 ,  0.0000000E+00 ,  0.2192061    
       37263 ,       19036 ,   1.000000     ,  0.2905735    
       37264 ,       19036 ,  0.0000000E+00 ,  0.2054195    
       37266 ,       28006 ,  0.0000000E+00 ,  8.1837617E-02
       37267 ,       28006 ,   1.000000     ,  9.8480701E-02
       37268 ,       28031 ,  0.0000000E+00 ,  0.1591576    
       37269 ,       28031 ,  0.0000000E+00 ,  0.1613993    
       37270 ,       28031 ,  0.0000000E+00 ,  0.1146202    
       37271 ,       28017 ,   1.000000     ,  0.1513554    
       37272 ,       28017 ,  0.0000000E+00 ,  1.9560056E-02
       37275 ,       28019 ,  0.0000000E+00 ,  2.6280349E-02
       37276 ,       28019 ,  0.0000000E+00 ,  2.7074873E-02
       37277 ,       28019 ,  0.0000000E+00 ,  5.3670362E-02
       37286 ,       28037 ,  0.0000000E+00 ,  2.2539385E-02
       37287 ,       28037 ,  0.0000000E+00 ,  4.8220130E-03
       37502 ,        3003 ,  0.0000000E+00 ,  1.2068392E-02
       37504 ,        3003 ,  0.0000000E+00 ,  1.2542920E-02
       37507 ,        3008 ,  0.0000000E+00 ,  4.1371852E-02
       37508 ,        3008 ,  0.0000000E+00 ,  3.4478663E-03
       37510 ,        3008 ,  0.0000000E+00 ,  1.9089101E-02
       37511 ,        3008 ,  0.0000000E+00 ,  3.3960573E-03
       37542 ,       25012 ,  0.0000000E+00 ,  2.4411273E-03
       37543 ,       25012 ,  0.0000000E+00 ,  0.1120678    
       37544 ,       25012 ,  0.0000000E+00 ,  4.9334463E-02
       37551 ,       25004 ,  0.0000000E+00 ,  0.1024492    
       37556 ,       10023 ,  0.0000000E+00 ,  2.5868557E-02
       37557 ,       10023 ,  0.0000000E+00 ,  1.8079564E-02
       37561 ,       10023 ,  0.0000000E+00 ,  3.3058818E-02
       37562 ,       10023 ,  0.0000000E+00 ,  6.5377221E-02
       37563 ,       10005 ,  0.0000000E+00 ,  2.6658824E-02
       37564 ,       10005 ,  0.0000000E+00 ,  2.1554798E-02
       37566 ,       10014 ,  0.0000000E+00 ,  3.9802175E-03
       37567 ,       10014 ,  0.7529424     ,  6.2324811E-02
       37568 ,       10014 ,  1.4339218E-02 ,  1.2349784E-02
       37570 ,       10033 ,  0.0000000E+00 ,  7.7894464E-02
       37571 ,       10033 ,  0.0000000E+00 ,  1.7655037E-02
       37572 ,       32009 ,  0.0000000E+00 ,  1.5961645E-02
       37573 ,       32009 ,  0.4169230     ,  0.2720612    
       37574 ,       32009 ,  0.0000000E+00 ,  9.7718135E-02
       37575 ,       32042 ,  0.0000000E+00 ,  2.9591799E-02
       37576 ,       32042 ,  0.0000000E+00 ,  4.2127676E-02
       37577 ,       32042 ,  0.0000000E+00 ,  9.2657115E-03
       37580 ,       32040 ,  0.0000000E+00 ,  5.6567427E-02
       37581 ,       32040 ,  0.0000000E+00 ,  0.1284305    
       37582 ,       32040 ,  0.0000000E+00 ,  8.0821119E-02
       37584 ,       32040 ,  0.0000000E+00 ,  0.2364807    
       37585 ,       32006 ,  0.0000000E+00 ,  0.2304328    
       37587 ,       32006 ,  0.0000000E+00 ,  1.7627139E-02
       37588 ,       32051 ,  0.0000000E+00 ,  4.4301260E-02
       37589 ,       32051 ,  0.0000000E+00 ,  1.3272678E-02
       37590 ,       32051 ,  0.0000000E+00 ,  8.4139907E-04
       37593 ,       32051 ,  0.0000000E+00 ,  3.7195504E-02
       37594 ,       32051 ,  0.0000000E+00 ,  1.3014199E-02
       37599 ,       24033 ,  0.0000000E+00 ,  4.0587604E-02
       37600 ,       24033 ,  0.0000000E+00 ,  6.0058977E-02
       37606 ,       24006 ,  0.0000000E+00 ,  8.6548284E-02
       37609 ,       24020 ,  0.0000000E+00 ,  1.4121254E-03
       37610 ,       24020 ,  0.0000000E+00 ,  7.6127328E-02
       37613 ,       19014 ,  0.0000000E+00 ,  2.8311677E-02
       37614 ,       19014 ,  0.0000000E+00 ,  2.8179359E-02
       37618 ,       28026 ,  0.0000000E+00 ,  6.3629739E-02
       37619 ,       28026 ,  0.0000000E+00 ,  0.1035890    
       37620 ,       28006 ,  0.0000000E+00 ,  4.4114158E-02
       37621 ,       28017 ,  0.0000000E+00 ,  0.1385829    
       37622 ,       28017 ,  0.0000000E+00 ,  8.2992353E-02
       37624 ,       28017 ,  0.0000000E+00 ,  7.8944601E-02
       37628 ,       28019 ,  0.0000000E+00 ,  1.4181912E-02
       37629 ,       28019 ,  0.0000000E+00 ,  3.7443593E-02
       37630 ,       28019 ,  0.0000000E+00 ,  3.5833199E-02
       37639 ,       28037 ,  0.0000000E+00 ,  2.9465301E-02
       37642 ,       28037 ,  0.0000000E+00 ,  9.6447971E-03
       37855 ,        3003 ,  0.0000000E+00 ,  1.4286734E-02
       37856 ,        3003 ,  0.0000000E+00 ,  1.0552918E-02
       37857 ,        3003 ,  0.0000000E+00 ,  2.6359612E-03
       37860 ,        3008 ,  0.0000000E+00 ,  2.3485135E-02
       37861 ,        3008 ,  0.0000000E+00 ,  3.0357908E-02
       37863 ,        3008 ,  0.0000000E+00 ,  1.5604256E-02
       37864 ,        3008 ,  0.0000000E+00 ,  9.2770755E-03
       37895 ,       25016 ,  0.0000000E+00 ,  0.1109801    
       37896 ,       25012 ,  0.0000000E+00 ,  3.0226996E-02
       37897 ,       25012 ,  0.0000000E+00 ,  2.6102431E-02
       37904 ,       10026 ,  0.0000000E+00 ,  8.9295484E-02
       37908 ,       10023 ,  0.0000000E+00 ,  1.7777809E-03
       37909 ,       10023 ,  0.0000000E+00 ,  4.4372585E-02
       37910 ,       10023 ,  0.0000000E+00 ,  1.7644387E-03
       37916 ,       10005 ,  0.0000000E+00 ,  5.0086048E-03
       37917 ,       10005 ,  0.0000000E+00 ,  5.3863246E-03
       37921 ,       10014 ,  0.0000000E+00 ,  3.4738012E-02
       37924 ,       10033 ,  0.0000000E+00 ,  0.1220104    
       37925 ,       10033 ,  0.0000000E+00 ,  0.2016493    
       37926 ,       10033 ,   1.000000     ,  0.3088855    
       37927 ,       32009 ,  0.0000000E+00 ,  0.1229320    
       37929 ,       32042 ,  0.4950843     ,  4.3892182E-02
       37931 ,       32042 ,  0.0000000E+00 ,  6.0047116E-03
       37932 ,       32042 ,  0.0000000E+00 ,  3.2023955E-02
       37933 ,       32040 ,   1.000000     ,  0.1512477    
       37934 ,       32040 ,  0.0000000E+00 ,  0.1338123    
       37935 ,       32040 ,  0.0000000E+00 ,  1.7358033E-02
       37936 ,       32039 ,  0.0000000E+00 ,  1.5551649E-02
       37937 ,       32040 ,  0.0000000E+00 ,  9.1792345E-02
       37938 ,       32006 ,  0.0000000E+00 ,  6.6872112E-02
       37939 ,       32006 ,   1.000000     ,  0.3071433    
       37940 ,       32006 ,  0.0000000E+00 ,  0.1401804    
       37941 ,       32051 ,  0.0000000E+00 ,  4.2255181E-03
       37942 ,       32051 ,  0.0000000E+00 ,  2.3264445E-02
       37946 ,       32051 ,  0.0000000E+00 ,  1.2474178E-02
       37947 ,       32051 ,  0.0000000E+00 ,  1.9655878E-02
       37948 ,       32051 ,  0.0000000E+00 ,  1.5629917E-02
       37949 ,       32051 ,  0.0000000E+00 ,  1.0229903E-02
       37950 ,       32051 ,  0.0000000E+00 ,  1.1946475E-02
       37953 ,       24033 ,  0.0000000E+00 ,  1.9752035E-02
       37954 ,       24033 ,  0.0000000E+00 ,  6.3426636E-02
       37959 ,       24006 ,  0.0000000E+00 ,  7.2897486E-02
       37962 ,       24020 ,  1.5764907E-02 ,  1.7605523E-02
       37963 ,       24020 ,  0.3621635     ,  0.1043002    
       37965 ,       19014 ,  0.0000000E+00 ,  1.7565260E-02
       37966 ,       19014 ,  0.0000000E+00 ,  1.3535270E-02
       37967 ,       19014 ,  0.0000000E+00 ,  1.2358871E-02
       37968 ,       19014 ,  0.0000000E+00 ,  1.7464953E-02
       37969 ,       19014 ,  0.0000000E+00 ,  1.7389070E-02
       37970 ,       19014 ,  0.0000000E+00 ,  8.7584425E-03
       37971 ,       28026 ,  0.0000000E+00 ,  9.2409275E-02
       37972 ,       28026 ,  0.0000000E+00 ,  3.1769540E-02
       37973 ,       28026 ,   1.000000     ,  0.2261389    
       37974 ,       28017 ,  0.0000000E+00 ,  6.7808643E-02
       37975 ,       28017 ,  0.0000000E+00 ,  2.0738270E-02
       37977 ,       28017 ,  0.0000000E+00 ,  4.4169068E-02
       37978 ,       28017 ,  0.0000000E+00 ,  0.1106970    
       37979 ,       28041 ,  0.0000000E+00 ,  6.0272820E-02
       37980 ,       28041 ,  0.0000000E+00 ,  4.7715660E-03
       37981 ,       28019 ,  0.0000000E+00 ,  9.0088293E-02
       37982 ,       28008 ,  0.0000000E+00 ,  0.1107595    
       37985 ,       28008 ,  0.0000000E+00 ,  2.5223337E-02
       37986 ,       28008 ,  0.0000000E+00 ,  0.1205489    
       37987 ,       28037 ,  0.0000000E+00 ,  2.8017741E-02
       37988 ,       28037 ,  0.0000000E+00 ,  2.1013601E-02
       37992 ,       28037 ,  0.0000000E+00 ,  3.8243875E-02
       37993 ,       28037 ,  0.0000000E+00 ,  2.5150578E-02
       37994 ,       28037 ,  0.0000000E+00 ,  2.7398568E-02
       37995 ,       28037 ,  0.0000000E+00 ,  1.0276061E-02
       38207 ,        3003 ,  3.7064277E-02 ,  9.9161444E-03
       38208 ,        3003 ,  5.6072116E-02 ,  1.2269892E-02
       38213 ,        3008 ,  0.0000000E+00 ,  4.6404996E-03
       38214 ,        3008 ,  0.0000000E+00 ,  3.3807769E-02
       38215 ,        3008 ,  0.0000000E+00 ,  4.4886896E-04
       38216 ,        3008 ,  0.0000000E+00 ,  3.0341517E-02
       38247 ,       25016 ,  0.0000000E+00 ,  8.9673266E-02
       38248 ,       25016 ,  0.0000000E+00 ,  1.8469888E-03
       38249 ,       25016 ,  0.0000000E+00 ,  6.2416568E-02
       38257 ,       10026 ,  0.0000000E+00 ,  5.5732083E-02
       38258 ,       10023 ,  0.0000000E+00 ,  7.3426276E-02
       38260 ,       10023 ,  0.0000000E+00 ,  1.9759998E-02
       38261 ,       10023 ,  0.0000000E+00 ,  3.2719903E-02
       38262 ,       10023 ,  0.0000000E+00 ,  6.6588372E-02
       38269 ,       10005 ,  0.0000000E+00 ,  2.1162079E-05
       38270 ,       10005 ,  0.0000000E+00 ,  9.6012652E-03
       38273 ,       10014 ,  0.0000000E+00 ,  2.1408904E-02
       38274 ,       10014 ,  0.0000000E+00 ,  2.0525642E-02
       38277 ,       10038 ,  0.0000000E+00 ,  7.2755502E-04
       38278 ,       10038 ,  0.1526297     ,  0.2865978    
       38279 ,       10033 ,  0.0000000E+00 ,  3.2132670E-02
       38280 ,       32042 ,  0.0000000E+00 ,  1.1319416E-02
       38281 ,       32042 ,  0.0000000E+00 ,  6.3919619E-02
       38282 ,       32042 ,  0.1413318     ,  2.7153656E-02
       38283 ,       32042 ,  0.0000000E+00 ,  5.7200350E-02
       38284 ,       32042 ,  0.0000000E+00 ,  5.7521887E-02
       38288 ,       32039 ,  0.0000000E+00 ,  0.1062668    
       38289 ,       32039 ,  0.0000000E+00 ,  0.1111323    
       38290 ,       32039 ,  0.0000000E+00 ,  1.0317371E-03
       38295 ,       32051 ,  0.0000000E+00 ,  2.5464322E-02
       38297 ,       32051 ,  0.0000000E+00 ,  2.0891430E-02
       38298 ,       32051 ,  0.0000000E+00 ,  2.6183397E-02
       38299 ,       32051 ,  0.0000000E+00 ,  3.1585731E-02
       38301 ,       32051 ,  0.0000000E+00 ,  1.8402385E-02
       38302 ,       32051 ,  0.0000000E+00 ,  3.8893390E-02
       38309 ,       24006 ,  0.0000000E+00 ,  6.9948524E-02
       38310 ,       24006 ,  0.0000000E+00 ,  0.1190402    
       38311 ,       24006 ,  0.0000000E+00 ,  0.1005773    
       38312 ,       24006 ,  0.0000000E+00 ,  0.1989900    
       38313 ,       24006 ,   1.000000     ,  5.1108297E-02
       38315 ,       24048 ,   1.000000     ,   1.063505    
       38316 ,       24020 ,  0.6165042     ,  0.2733568    
       38317 ,       24020 ,  0.0000000E+00 ,  8.0652162E-02
       38318 ,       19014 ,  0.0000000E+00 ,  3.9950453E-02
       38319 ,       19014 ,  0.0000000E+00 ,  4.3056607E-02
       38320 ,       19014 ,  0.0000000E+00 ,  2.9173436E-02
       38321 ,       19014 ,   1.000000     ,  5.5771023E-02
       38322 ,       19014 ,  0.0000000E+00 ,  2.4482353E-02
       38323 ,       19014 ,  0.0000000E+00 ,  1.5512927E-02
       38324 ,       28026 ,  0.0000000E+00 ,  2.9152917E-02
       38325 ,       28026 ,  0.0000000E+00 ,  0.1540726    
       38326 ,       28026 ,  0.0000000E+00 ,  0.1282429    
       38327 ,       28017 ,  0.0000000E+00 ,  4.3115981E-02
       38328 ,       28017 ,  0.0000000E+00 ,  1.4978538E-02
       38330 ,       28017 ,  0.0000000E+00 ,  3.3004535E-03
       38332 ,       28041 ,  5.2878279E-02 ,  6.7063130E-02
       38333 ,       28041 ,  2.7408333E-02 ,  0.1123378    
       38334 ,       28041 ,  0.0000000E+00 ,  1.0712111E-02
       38335 ,       28008 ,  0.0000000E+00 ,  7.0726216E-02
       38336 ,       28008 ,  0.0000000E+00 ,  4.1306913E-02
       38337 ,       28008 ,  0.0000000E+00 ,  2.3548389E-02
       38338 ,       28008 ,  0.0000000E+00 ,  0.1306097    
       38341 ,       28037 ,  0.0000000E+00 ,  1.3437349E-02
       38342 ,       28037 ,  0.0000000E+00 ,  2.3633994E-02
       38343 ,       28037 ,  0.0000000E+00 ,  3.6571170E-03
       38344 ,       28037 ,  0.0000000E+00 ,  3.0631915E-02
       38345 ,       28037 ,  0.0000000E+00 ,  4.5774509E-03
       38559 ,        3003 ,  0.0000000E+00 ,  4.6744817E-03
       38560 ,        3003 ,  0.0000000E+00 ,  8.2810558E-03
       38561 ,        3003 ,  0.0000000E+00 ,  1.4598973E-02
       38562 ,        3003 ,  0.0000000E+00 ,  5.1608542E-05
       38567 ,        3008 ,  0.0000000E+00 ,  2.7592720E-02
       38568 ,        3008 ,  0.0000000E+00 ,  2.0969687E-02
       38569 ,        3008 ,  0.0000000E+00 ,  2.0211642E-03
       38599 ,       25016 ,  6.1868966E-02 ,  0.0000000E+00
       38600 ,       25016 ,  0.4532115     ,  0.1167969    
       38602 ,       25016 ,  0.0000000E+00 ,  4.1925985E-02
       38611 ,       10026 ,  0.0000000E+00 ,  4.4902660E-02
       38612 ,       10023 ,  0.2237801     ,  4.4030372E-02
       38613 ,       10023 ,  0.0000000E+00 ,  5.8376178E-02
       38614 ,       10023 ,  0.0000000E+00 ,  5.4279719E-02
       38615 ,       10023 ,  0.1528673     ,  8.4487669E-02
       38616 ,       10023 ,  0.2303703     ,  5.4447888E-03
       38622 ,       10005 ,  0.0000000E+00 ,  9.7046904E-03
       38626 ,       10014 ,  0.0000000E+00 ,  4.6600554E-02
       38627 ,       10016 ,  0.0000000E+00 ,  9.1068456E-03
       38630 ,       10016 ,  0.0000000E+00 ,  0.1088822    
       38631 ,       10038 ,  0.8473703     ,  0.5951282    
       38632 ,       10038 ,  0.0000000E+00 ,  0.2749686    
       38633 ,       32042 ,  0.0000000E+00 ,  3.4283623E-02
       38634 ,       32042 ,  0.0000000E+00 ,  9.9587347E-03
       38635 ,       32042 ,  0.0000000E+00 ,  2.8994493E-02
       38636 ,       32042 ,  0.0000000E+00 ,  3.0217197E-02
       38637 ,       32042 ,  0.0000000E+00 ,  1.3712895E-02
       38638 ,       32042 ,  0.0000000E+00 ,  1.4040722E-02
       38641 ,       32039 ,  3.7625330E-03 ,  0.1480830    
       38642 ,       32039 ,  0.1281963     ,  7.1679637E-02
       38648 ,       32051 ,  0.0000000E+00 ,  2.5722757E-02
       38652 ,       32051 ,  0.0000000E+00 ,  2.5498653E-02
       38654 ,       32051 ,  0.0000000E+00 ,  2.7187409E-02
       38655 ,       32051 ,  0.0000000E+00 ,  2.7603868E-02
       38656 ,       32051 ,  0.0000000E+00 ,  3.1086652E-02
       38657 ,       32051 ,  0.0000000E+00 ,  2.4083689E-02
       38658 ,       32051 ,  0.0000000E+00 ,  1.5600846E-02
       38662 ,       24006 ,  0.0000000E+00 ,  1.1669198E-03
       38665 ,       24006 ,  0.0000000E+00 ,  0.1000761    
       38666 ,       24006 ,  0.0000000E+00 ,  4.3882351E-02
       38667 ,       24044 ,  0.0000000E+00 ,  7.3252302E-03
       38668 ,       24007 ,  0.1486930     ,  8.9447491E-02
       38669 ,       24007 ,  0.0000000E+00 ,  7.4184842E-02
       38670 ,       24007 ,  0.0000000E+00 ,  1.8053466E-02
       38672 ,       19014 ,  0.0000000E+00 ,  3.2089945E-02
       38675 ,       19014 ,  0.0000000E+00 ,  5.6311786E-02
       38676 ,       19014 ,  0.0000000E+00 ,  3.1835001E-02
       38677 ,       19014 ,  0.0000000E+00 ,  2.3422744E-02
       38685 ,       28041 ,  0.4293149     ,  0.1529406    
       38686 ,       28041 ,  0.4903985     ,  0.3242451    
       38687 ,       28041 ,  0.0000000E+00 ,  5.4175891E-02
       38688 ,       28013 ,  0.0000000E+00 ,  8.3188817E-02
       38689 ,       28013 ,  0.0000000E+00 ,  8.4530815E-02
       38690 ,       28008 ,   1.000000     ,  0.1600414    
       38691 ,       28008 ,  0.0000000E+00 ,  1.7485034E-02
       38695 ,       28037 ,  0.0000000E+00 ,  8.7997336E-03
       38696 ,       28037 ,  0.4659585     ,  4.6004027E-02
       38912 ,        3003 ,  0.0000000E+00 ,  5.8544055E-03
       38913 ,        3003 ,  0.0000000E+00 ,  5.3817178E-03
       38914 ,        3003 ,  0.0000000E+00 ,  1.1214357E-02
       38919 ,        3003 ,  0.0000000E+00 ,  4.8931767E-03
       38920 ,        3003 ,  0.0000000E+00 ,  1.3845818E-02
       38952 ,       25008 ,  0.0000000E+00 ,  0.1188877    
       38953 ,       25016 ,  0.0000000E+00 ,  1.2965727E-02
       38954 ,       25016 ,  0.0000000E+00 ,  5.0986230E-02
       38955 ,       25016 ,  0.0000000E+00 ,  7.8999430E-02
       38956 ,       25016 ,  0.0000000E+00 ,  5.1794131E-04
       38968 ,       10023 ,  9.9280499E-02 ,  1.0102618E-02
       38969 ,       10023 ,  0.2937019     ,  5.9207089E-02
       38970 ,       10023 ,  0.0000000E+00 ,  2.1981355E-02
       38975 ,       10005 ,  0.0000000E+00 ,  1.6674735E-02
       38978 ,       10005 ,  0.0000000E+00 ,  2.0963410E-03
       38979 ,       10005 ,  0.0000000E+00 ,  1.5512783E-02
       38980 ,       10016 ,  0.0000000E+00 ,  5.7178210E-03
       38981 ,       10016 ,   1.000000     ,  0.2215658    
       38982 ,       10016 ,  0.0000000E+00 ,  0.1719751    
       38983 ,       10022 ,  0.0000000E+00 ,  6.4169452E-02
       38984 ,       10022 ,  0.0000000E+00 ,  6.1755892E-02
       38988 ,       32042 ,  0.1735201     ,  2.9904950E-02
       38989 ,       32042 ,  0.0000000E+00 ,  1.4037092E-02
       38990 ,       32042 ,  0.0000000E+00 ,  2.5481666E-02
       38991 ,       32042 ,  0.0000000E+00 ,  4.8468146E-02
       38992 ,       32039 ,  0.0000000E+00 ,  5.8675488E-04
       38993 ,       32039 ,  0.0000000E+00 ,  1.6958704E-02
       38994 ,       32039 ,  7.7551104E-02 ,  5.7337519E-02
       38995 ,       32039 ,  0.7904900     ,  0.1129956    
       38996 ,       32039 ,  0.0000000E+00 ,  6.7156225E-02
       38997 ,       32039 ,  0.0000000E+00 ,  6.8536893E-02
       38998 ,       32014 ,  0.0000000E+00 ,  4.2344704E-02
       38999 ,       32014 ,  0.0000000E+00 ,  4.7950600E-03
       39000 ,       32014 ,  0.0000000E+00 ,  5.0810874E-03
       39001 ,       32051 ,  0.0000000E+00 ,  4.9063116E-02
       39005 ,       32051 ,  0.0000000E+00 ,  2.6295461E-02
       39007 ,       32051 ,  0.0000000E+00 ,  3.4585313E-03
       39009 ,       32051 ,  0.0000000E+00 ,  2.8908502E-02
       39010 ,       32026 ,  0.0000000E+00 ,  6.7954574E-04
       39018 ,       24044 ,   1.000000     ,  8.3676755E-02
       39019 ,       24044 ,  0.0000000E+00 ,  9.5196649E-02
       39020 ,       24007 ,  0.0000000E+00 ,  9.6346408E-02
       39021 ,       24007 ,  0.8513069     ,  0.1784105    
       39022 ,       24007 ,  0.0000000E+00 ,  8.3322294E-02
       39023 ,       19014 ,  0.0000000E+00 ,  4.2795986E-02
       39024 ,       19014 ,  0.0000000E+00 ,  2.1013275E-03
       39025 ,       19014 ,  0.0000000E+00 ,  2.9334817E-02
       39027 ,       19014 ,  0.0000000E+00 ,  2.7656285E-04
       39028 ,       19014 ,  0.0000000E+00 ,  2.9158579E-02
       39029 ,       19014 ,  0.0000000E+00 ,  6.4074196E-04
       39030 ,       19024 ,  0.0000000E+00 ,  0.1457605    
       39031 ,       19024 ,  0.0000000E+00 ,  0.1042167    
       39032 ,       19024 ,  0.0000000E+00 ,  9.0795020E-03
       39038 ,       28041 ,  0.0000000E+00 ,  5.5550002E-02
       39039 ,       28013 ,  0.0000000E+00 ,  0.1697528    
       39040 ,       28013 ,  0.0000000E+00 ,  3.4631509E-02
       39043 ,       28008 ,  0.0000000E+00 ,  2.4553955E-02
       39044 ,       28008 ,  0.0000000E+00 ,  2.0116463E-02
       39046 ,       28001 ,  0.0000000E+00 ,  1.1533020E-02
       39047 ,       28001 ,  0.0000000E+00 ,  1.9941360E-03
       39048 ,       28037 ,  0.0000000E+00 ,  2.7976185E-02
       39049 ,       28037 ,  0.5340415     ,  6.1430033E-02
       39050 ,       28037 ,  0.0000000E+00 ,  2.6547078E-02
       39051 ,       28037 ,  0.0000000E+00 ,  3.9039738E-02
       39052 ,       28037 ,  0.0000000E+00 ,  3.4554176E-02
       39053 ,       28037 ,  0.0000000E+00 ,  3.1475097E-02
       39054 ,       28037 ,  0.0000000E+00 ,  2.5778292E-02
       39266 ,        3003 ,  0.0000000E+00 ,  3.0023179E-03
       39267 ,        3003 ,  0.0000000E+00 ,  1.1717826E-02
       39269 ,        3003 ,  0.0000000E+00 ,  4.6948306E-03
       39270 ,        3003 ,  0.0000000E+00 ,  1.0298808E-02
       39271 ,        3003 ,  0.0000000E+00 ,  1.0697857E-02
       39272 ,        3003 ,  0.0000000E+00 ,  7.6806727E-03
       39273 ,        3003 ,  0.0000000E+00 ,  5.0553512E-03
       39304 ,       25008 ,  0.0000000E+00 ,  8.5568994E-02
       39305 ,       25008 ,  0.0000000E+00 ,  5.8820699E-03
       39306 ,       25008 ,  0.0000000E+00 ,  3.0909337E-02
       39307 ,       25016 ,  0.0000000E+00 ,  6.7840040E-02
       39308 ,       25016 ,  0.0000000E+00 ,  5.4655890E-03
       39309 ,       25016 ,  0.0000000E+00 ,  4.6604350E-02
       39310 ,       25016 ,  0.0000000E+00 ,  3.3959899E-02
       39311 ,       25016 ,  0.0000000E+00 ,  4.6161234E-02
       39312 ,       25016 ,  0.0000000E+00 ,  1.1702431E-02
       39321 ,       10005 ,  0.0000000E+00 ,  4.5692991E-04
       39322 ,       10005 ,  0.0000000E+00 ,  9.6828863E-03
       39323 ,       10005 ,  0.0000000E+00 ,  7.2993999E-03
       39324 ,       10005 ,  0.0000000E+00 ,  2.4819599E-02
       39325 ,       10005 ,  0.0000000E+00 ,  1.5838671E-02
       39326 ,       10005 ,  0.0000000E+00 ,  1.9500554E-02
       39327 ,       10005 ,  0.0000000E+00 ,  2.1709392E-02
       39328 ,       10005 ,  0.0000000E+00 ,  8.5806902E-03
       39329 ,       10005 ,  5.3916741E-03 ,  3.5096996E-02
       39330 ,       10005 ,  0.0000000E+00 ,  7.9449592E-03
       39331 ,       10005 ,  0.0000000E+00 ,  2.6202239E-02
       39332 ,       10005 ,  0.0000000E+00 ,  7.5918855E-03
       39333 ,       10016 ,  0.0000000E+00 ,  0.1171893    
       39334 ,       10016 ,  0.0000000E+00 ,  0.1048336    
       39335 ,       10022 ,  0.0000000E+00 ,  0.1387576    
       39336 ,       10022 ,  0.1428408     ,  0.3155399    
       39339 ,       32042 ,  0.0000000E+00 ,  1.0683087E-02
       39340 ,       32042 ,  0.0000000E+00 ,  2.5774822E-02
       39341 ,       32042 ,  0.0000000E+00 ,  5.1136896E-02
       39342 ,       32042 ,  0.0000000E+00 ,  3.0667800E-02
       39343 ,       32042 ,  0.1852606     ,  5.7546444E-02
       39344 ,       32042 ,  0.0000000E+00 ,  4.4597551E-02
       39345 ,       32042 ,  0.0000000E+00 ,  3.1353001E-02
       39346 ,       32014 ,  0.0000000E+00 ,  4.3555737E-02
       39347 ,       32014 ,  0.0000000E+00 ,  5.9554175E-02
       39348 ,       32014 ,  0.0000000E+00 ,  2.6621372E-02
       39352 ,       32014 ,  0.0000000E+00 ,  4.1844908E-02
       39353 ,       32014 ,  0.0000000E+00 ,  3.6138047E-02
       39354 ,       32051 ,  0.0000000E+00 ,  1.3761366E-02
       39355 ,       32051 ,  0.0000000E+00 ,  1.2381847E-02
       39358 ,       32026 ,  0.0000000E+00 ,  1.9145289E-02
       39363 ,       32026 ,  0.0000000E+00 ,  2.0539794E-02
       39370 ,       24044 ,  0.0000000E+00 ,  1.0702454E-02
       39371 ,       24044 ,  0.0000000E+00 ,  0.1961585    
       39372 ,       24044 ,  0.0000000E+00 ,  2.1144105E-03
       39374 ,       24007 ,  0.0000000E+00 ,  0.1256255    
       39375 ,       24007 ,  0.0000000E+00 ,  0.1148552    
